,YR_MO,CALL_DATE,AGENT_ID,AGENT_NAME,TEAM_LEAD_ID,TEAM_LEAD_NAME,CALL_CENTER,CALLS,HANDLE_TIME,CALL_REGEN,CALLS_WITH_OFFER,CALLS_WITH_ACCEPT,CALLS_OFFER_APPLIED,TRANSFERS,AHT_MULTI,CALL_REGEN_MULTI,TRANSFERS_MULTI,APPLIED_PER_CALL_MULTI,BREAKAGE_MULTI
29,202002,2020-02-11 13:00:00,25,Agent_25,7,Team_Lead_7,Center_A,11,60.75897038311655,0.34794750792965523,25,88,26,6,0.7937576048892545,0.7205889632577325,0.05549020763641033,0.3849789140145381,0.06328925194542889
30,202002,2020-02-11 14:00:00,38,Agent_38,3,Team_Lead_3,Center_A,14,593.7904827388624,0.739152725170486,42,51,89,4,0.9412065363588545,0.9320265832763253,0.7222270985554369,0.9453887250294161,0.23168996782895412
31,202002,2020-02-11 15:00:00,8,Agent_8,9,Team_Lead_9,Center_A,8,214.76594525433455,0.626606581297021,14,95,25,7,0.5433580660279557,0.5285765992974691,0.8383423244714644,0.7281522905713748,0.17980169558904857
32,202002,2020-02-11 16:00:00,95,Agent_95,3,Team_Lead_3,Center_B,12,521.8096654863239,0.33290222017604965,15,82,88,1,0.5832492647809507,0.31879245418562885,0.9577581432483624,0.8931342907708758,0.5185313619256063
33,202002,2020-02-11 17:00:00,25,Agent_25,4,Team_Lead_4,Center_B,15,234.4463080331788,0.9636139859606581,50,83,22,3,0.19855290472504616,0.0734687762429026,0.8784317834592091,0.5647467575800025,0.4611368336919782
34,202002,2020-02-11 18:00:00,36,Agent_36,9,Team_Lead_9,Center_A,8,282.03000501553,0.28351364269718415,31,32,67,3,0.928707751138041,0.02485848956176917,0.7335037364363698,0.62971333242213,0.8831212714048864
35,202002,2020-02-11 19:00:00,9,Agent_9,8,Team_Lead_8,Center_B,7,300.01789539481433,0.9302948814560676,18,47,5,9,0.94773196012879,0.5187482066689642,0.2622656727632886,0.8398371842973968,0.1829244076034977
36,202002,2020-02-11 20:00:00,28,Agent_28,10,Team_Lead_10,Center_A,6,421.9584503569339,0.5568323225403343,98,32,37,0,0.2045769634431136,0.9465975241895779,0.8845492211450825,0.11778054767291823,0.6006158399018127
37,202002,2020-02-11 21:00:00,68,Agent_68,10,Team_Lead_10,Center_B,14,322.09473355549824,0.8987958350264146,83,46,23,9,0.442873469416746,0.5309245886187773,0.483019310606822,0.9826226249761522,0.6297980722370047
38,202002,2020-02-11 22:00:00,45,Agent_45,9,Team_Lead_9,Center_B,8,180.60582444958914,0.6116883246957736,90,77,7,4,0.9911336458063437,0.5597866715491259,0.0946603801033058,0.7526258651825047,0.4717258482991047
39,202002,2020-02-11 23:00:00,18,Agent_18,5,Team_Lead_5,Center_A,13,283.6756725200783,0.8356195817459936,27,91,88,6,0.6676385704341755,0.855050884774095,0.03773638093940257,0.5387483038717048,0.08171304376903199
40,202002,2020-02-12 00:00:00,41,Agent_41,5,Team_Lead_5,Center_B,3,210.10796350351646,0.6431775849839633,96,76,39,2,0.36765270611288203,0.5237231707410105,0.5592536795361299,0.4199773254553597,0.8112958510893823
41,202002,2020-02-12 01:00:00,4,Agent_4,5,Team_Lead_5,Center_B,10,191.70372030435723,0.6652840479032327,68,79,10,6,0.6605709448787238,0.8854684617301762,0.9197871227695403,0.49302872758024663,0.5525201257312223
42,202002,2020-02-12 02:00:00,92,Agent_92,6,Team_Lead_6,Center_B,13,410.8035114490104,0.1363401743615713,42,85,25,0,0.13887498731554015,0.29285671170101657,0.9764722198801121,0.07203649367204779,0.30103400813810244
43,202002,2020-02-12 03:00:00,41,Agent_41,5,Team_Lead_5,Center_B,12,474.2631531747552,0.5705841927027733,69,4,20,6,0.10517402888287097,0.4864246703191456,0.49971419066210343,0.4621437187101346,0.15076567052001044
44,202002,2020-02-12 04:00:00,22,Agent_22,5,Team_Lead_5,Center_B,6,481.31780867606136,0.3691252132896682,95,46,29,6,0.5928228360991712,0.2550163587227251,0.4521599905292576,0.397797262310536,0.9549119502053665
45,202002,2020-02-12 05:00:00,3,Agent_3,6,Team_Lead_6,Center_A,14,226.46105184949332,0.6208139687195849,36,3,30,0,0.9228300472884895,0.08402705432139279,0.9255731484636981,0.5342645161378183,0.06767178256502204
46,202002,2020-02-12 06:00:00,63,Agent_63,8,Team_Lead_8,Center_B,18,363.27122035551355,0.05951354461608571,38,55,52,2,0.006128729825366164,0.8283093117193939,0.6430248185293453,0.6101366328074777,0.982950620367665
47,202002,2020-02-12 07:00:00,94,Agent_94,5,Team_Lead_5,Center_A,15,541.2836032209025,0.8447873833487711,67,66,77,0,0.9253328347781146,0.6763843379133868,0.2116158646335633,0.6402522067790674,0.9072351648187321
48,202002,2020-02-12 08:00:00,38,Agent_38,8,Team_Lead_8,Center_A,10,453.58272696359273,0.2931363811604264,57,17,84,6,0.6606153730160031,0.683082609727082,0.7212296195179092,0.6672727939705191,0.3149183285183337
49,202002,2020-02-12 09:00:00,40,Agent_40,7,Team_Lead_7,Center_A,8,109.65728237607331,0.987261248348793,83,55,3,7,0.4552870892209311,0.03646927517417686,0.07759986295235344,0.5631668589595911,0.10307423939994664
50,202002,2020-02-12 10:00:00,73,Agent_73,2,Team_Lead_2,Center_A,3,84.72562135684834,0.5150983414655949,24,92,36,0,0.05349120896278137,0.5504723046573886,0.0888467622748248,0.9251148612578125,0.8855452009218445
51,202002,2020-02-12 11:00:00,75,Agent_75,10,Team_Lead_10,Center_A,14,589.4071164353247,0.4269838736406414,81,25,81,2,0.3839186719549579,0.6485033403749897,0.8853989753236793,0.38454528547384315,0.9412894086270783
52,202002,2020-02-12 12:00:00,14,Agent_14,4,Team_Lead_4,Center_B,9,272.1989161553773,0.7840829706666168,51,47,91,7,0.21325039245077437,0.7828997540170362,0.9025464297919714,0.7139523644181963,0.4729706239166026
53,202002,2020-02-12 13:00:00,7,Agent_7,8,Team_Lead_8,Center_B,10,592.3583224677986,0.41790674756589485,5,54,85,1,0.3243529427359625,0.12224004702627755,0.9969263449645159,0.1943052128757472,0.6816641792658048
54,202002,2020-02-12 14:00:00,51,Agent_51,6,Team_Lead_6,Center_A,8,63.239846999337466,0.21323134538269328,37,46,13,9,0.4192099311673162,0.7963335741622498,0.5587569862568443,0.011210142490184927,0.0641100337964724
55,202002,2020-02-12 15:00:00,80,Agent_80,1,Team_Lead_1,Center_A,13,106.42091017794957,0.5223356587312972,23,15,20,3,0.6962041695609082,0.5412733912082277,0.2168697896662708,0.40969746296262566,0.2065448056712902
56,202002,2020-02-12 16:00:00,55,Agent_55,6,Team_Lead_6,Center_A,6,164.98098982654017,0.35794231378026853,79,37,36,7,0.9886796893471513,0.48722941010106857,0.05064999108066337,0.045884952803306955,0.33245678494795494
57,202002,2020-02-12 17:00:00,77,Agent_77,8,Team_Lead_8,Center_A,15,466.16070454805504,0.9547688373734997,15,41,70,5,0.27284326842437256,0.08575069492668042,0.9726536935014707,0.5470276632120445,0.39400610124922786
58,202002,2020-02-12 18:00:00,85,Agent_85,6,Team_Lead_6,Center_B,7,243.31154847121698,0.8338325142050542,89,76,18,3,0.15509138718982984,0.6372173012578107,0.5636703242821333,0.11218203407066207,0.6810718309214168
59,202002,2020-02-12 19:00:00,56,Agent_56,5,Team_Lead_5,Center_B,9,68.43359052819092,0.497948523691236,12,37,67,6,0.40096379633133783,0.9668314458748873,0.6202572566449776,0.43031892638559055,0.9267812112310554
60,202002,2020-02-12 20:00:00,40,Agent_40,7,Team_Lead_7,Center_A,8,384.73322243982216,0.9185001475640503,32,72,71,7,0.5690111569606083,0.8383667328632358,0.4272696317156808,0.05850350449463604,0.17384490616357562
61,202002,2020-02-12 21:00:00,94,Agent_94,3,Team_Lead_3,Center_A,10,443.47135288576715,0.9276348838325671,99,50,30,3,0.2959161679848178,0.47353257117590775,0.6662484499285535,0.7424715478780307,0.37269198899238287
62,202002,2020-02-12 22:00:00,61,Agent_61,7,Team_Lead_7,Center_A,8,514.3868521061815,0.9919655880508641,73,42,20,6,0.8800954570237058,0.9736235929252384,0.3583684153447092,0.5340152223214821,0.6562216048843319
63,202002,2020-02-12 23:00:00,53,Agent_53,7,Team_Lead_7,Center_B,5,540.547312346512,0.3956133163152198,60,44,62,4,0.062309477354108744,0.953758294325923,0.3311580415711831,0.4511130626784282,0.2624993608750926
64,202002,2020-02-13 00:00:00,49,Agent_49,5,Team_Lead_5,Center_A,6,579.0313763588262,0.493874978586482,37,57,34,0,0.39323714485406513,0.6361843505021791,0.9717870616592681,0.5046345420822125,0.8514808886023607
65,202002,2020-02-13 01:00:00,10,Agent_10,9,Team_Lead_9,Center_A,15,142.76443983803892,0.8107992007726361,33,84,22,3,0.7576980405326453,0.5151235298391368,0.17899941849189394,0.8671990559938579,0.5677377325924985
66,202002,2020-02-13 02:00:00,68,Agent_68,9,Team_Lead_9,Center_A,15,562.0563403198446,0.4797832397745605,66,38,91,7,0.02096869283306224,0.5393777253371684,0.30504602367543066,0.08534274037422984,0.03983439401320177
67,202002,2020-02-13 03:00:00,99,Agent_99,10,Team_Lead_10,Center_A,9,561.5807509257795,0.4535571921059517,45,9,74,9,0.949927160534275,0.626958880827012,0.7357983217667363,0.6595690405879583,0.30192022337138036
68,202002,2020-02-13 04:00:00,38,Agent_38,1,Team_Lead_1,Center_A,6,493.2998307432705,0.43818320318763837,87,96,28,5,0.36532359848833496,0.4804049108082106,0.878301856666671,0.13201683859882019,0.005659724334387217
69,202002,2020-02-13 05:00:00,77,Agent_77,9,Team_Lead_9,Center_A,8,423.56125644627593,0.7051328079764182,68,83,28,1,0.6299559484608919,0.41826876292669624,0.47375192256934584,0.21489085570314959,0.849634745804992
70,202002,2020-02-13 06:00:00,100,Agent_100,9,Team_Lead_9,Center_B,17,171.46864907625525,0.4913953434810112,63,16,20,2,0.8405378065640166,0.8773597744117858,0.6731019971341892,0.5216031834899932,0.5220414310229964
71,202002,2020-02-13 07:00:00,48,Agent_48,2,Team_Lead_2,Center_B,12,458.9589212178602,0.32188328916684594,14,68,45,6,0.2657530699301037,0.677047376180284,0.016904104567972422,0.8862178101097888,0.037752707912642736
72,202002,2020-02-13 08:00:00,97,Agent_97,8,Team_Lead_8,Center_A,15,77.95239078834695,0.6834343018682122,15,19,19,9,0.5276252782876218,0.12021600343668981,0.4253870059424797,0.4694882213696099,0.03184352724425188
73,202002,2020-02-13 09:00:00,83,Agent_83,2,Team_Lead_2,Center_B,12,190.93872805820436,0.5169677000196194,7,39,29,6,0.20195908155571085,0.18867372686038164,0.6570347464563397,0.25589313192312046,0.9367369643960661
74,202002,2020-02-13 10:00:00,26,Agent_26,8,Team_Lead_8,Center_B,4,331.0769226921501,0.9452251308655486,9,85,50,6,0.8360468598076684,0.19367988665120084,0.7601100457587601,0.4031775534550638,0.3899280858419981
75,202002,2020-02-13 11:00:00,41,Agent_41,1,Team_Lead_1,Center_B,13,280.3575268141543,0.44246722737467814,7,76,82,2,0.6479582178432379,0.055466826762502586,0.3519209583950419,0.3917005958819545,0.6147180244211453
76,202002,2020-02-13 12:00:00,10,Agent_10,1,Team_Lead_1,Center_A,11,198.95790318969046,0.9769888947516434,51,6,49,4,0.03409016889705252,0.7355137126421789,0.9474217529607407,0.05271320582619954,0.27487472325557627
77,202002,2020-02-13 13:00:00,85,Agent_85,5,Team_Lead_5,Center_A,6,306.2667870801398,0.34708943757232547,81,72,0,9,0.7167930772510815,0.1671870526438044,0.4748245237200266,0.4185063634924432,0.8397126075843718
78,202002,2020-02-13 14:00:00,9,Agent_9,5,Team_Lead_5,Center_A,9,200.19079842036876,0.6895090768264356,98,17,34,9,0.971045591114005,0.3318744730184966,0.10943457668587853,0.8739637154385486,0.944727475265859
79,202002,2020-02-13 15:00:00,31,Agent_31,5,Team_Lead_5,Center_A,12,415.7820872603891,0.074234890158551,56,5,72,6,0.620878686952108,0.6297848821840484,0.7088514336789854,0.2691695400245905,0.9457004442376525
80,202002,2020-02-13 16:00:00,62,Agent_62,7,Team_Lead_7,Center_A,9,579.1039368443091,0.957732329474373,60,26,64,3,0.03155803064282536,0.7568074378718861,0.9835742442843362,0.029777692070979356,0.8426340342091603
81,202002,2020-02-13 17:00:00,65,Agent_65,7,Team_Lead_7,Center_B,15,197.81902365125694,0.40112459925368693,77,69,61,6,0.18443194758035397,0.8062537138254274,0.3449447195173311,0.041214102612681325,0.9838111269074764
82,202002,2020-02-13 18:00:00,4,Agent_4,1,Team_Lead_1,Center_A,18,79.86647324330312,0.536099638943455,12,17,5,9,0.33517395430845764,0.32618508990619477,0.5797754132471586,0.42895152703045736,0.5394000584124926
83,202002,2020-02-13 19:00:00,91,Agent_91,9,Team_Lead_9,Center_A,13,440.0491676254487,0.5184444257692913,35,98,22,6,0.523405208858833,0.06251168109794192,0.994601122079751,0.16088440868112908,0.5616710484689424
84,202002,2020-02-13 20:00:00,49,Agent_49,5,Team_Lead_5,Center_B,12,575.9828540247958,0.5103987381621284,34,9,22,7,0.7368106952726096,0.7701993651258994,0.802646330351542,0.4083012500048304,0.5608204288031434
85,202002,2020-02-13 21:00:00,23,Agent_23,7,Team_Lead_7,Center_B,11,536.3550228276813,0.6791534755433528,93,1,57,8,0.9976447311155958,0.8312535247021832,0.8478442932779507,0.4704350220804676,0.12703900093344211
86,202002,2020-02-13 22:00:00,10,Agent_10,3,Team_Lead_3,Center_B,13,185.60925633481725,0.6979020630232932,59,80,42,6,0.975404891224435,0.913580907693398,0.9501545583480447,0.19607764375375736,0.45939528392227336
87,202002,2020-02-13 23:00:00,29,Agent_29,4,Team_Lead_4,Center_B,10,430.139575479908,0.1196164850194511,29,70,89,5,0.2921635441818379,0.462749959959348,0.364493981821154,0.3343997420951388,0.3491165818333559
88,202002,2020-02-14 00:00:00,2,Agent_2,7,Team_Lead_7,Center_A,15,223.7231504391128,0.2185769825463918,10,51,48,6,0.030342174572114633,0.010832390713761741,0.23254703795153298,0.6684754776122879,0.5638735525550802
89,202002,2020-02-14 01:00:00,59,Agent_59,2,Team_Lead_2,Center_B,9,378.55398306754734,0.3750608348286959,85,88,66,1,0.998348457339286,0.2620247759706903,0.3715975936861282,0.08283371820277197,0.374344656244764
90,202002,2020-02-14 02:00:00,26,Agent_26,7,Team_Lead_7,Center_B,13,233.93373172756182,0.14484059907106073,63,88,92,0,0.9971122241413065,0.23873324132817386,0.8825179920380887,0.019341750920114253,0.5207718973209513
91,202002,2020-02-14 03:00:00,19,Agent_19,2,Team_Lead_2,Center_A,13,547.4935549298974,0.24723227442741624,98,7,30,1,0.7226863090614597,0.2710378760648938,0.5191634704403332,0.7747657391409402,0.048128816056850265
92,202002,2020-02-14 04:00:00,99,Agent_99,8,Team_Lead_8,Center_A,11,453.7143640437397,0.7579445765227542,39,64,24,0,0.44097003843056026,0.7291805826291229,0.25306411778005267,0.4517077828249334,0.6681190337782758
93,202002,2020-02-14 05:00:00,61,Agent_61,5,Team_Lead_5,Center_B,9,383.298968337116,0.9331940826666726,67,57,58,3,0.19241937959367783,0.2955771438349398,0.6228898691461138,0.7066611835092911,0.7148649527401224
94,202002,2020-02-14 06:00:00,91,Agent_91,6,Team_Lead_6,Center_B,18,128.16606652074728,0.17771622812410848,31,45,95,4,0.33901525685725054,0.18424895199276836,0.9466973466738113,0.732890310270598,0.38876211509770764
95,202002,2020-02-14 07:00:00,76,Agent_76,6,Team_Lead_6,Center_A,8,433.02438232135836,0.9492165466476395,11,14,4,4,0.5286762408864946,0.21780581146791045,0.23829830080898173,0.8174598191597103,0.470116765199482
96,202002,2020-02-14 08:00:00,1,Agent_1,3,Team_Lead_3,Center_B,14,171.4506415437467,0.8304749063874527,33,31,66,0,0.36872407740897906,0.550934762660979,0.8664875490704541,0.4490606615130982,0.1802578470492162
97,202002,2020-02-14 09:00:00,43,Agent_43,7,Team_Lead_7,Center_B,9,98.14282867528523,0.09239565459157084,63,59,11,4,0.9455489588040924,0.15507713614344865,0.03274758566859637,0.7976470223843017,0.44764293477678985
98,202002,2020-02-14 10:00:00,2,Agent_2,3,Team_Lead_3,Center_B,15,514.1572605239764,0.1410196035149036,20,85,16,0,0.8682633582449438,0.9673098444210908,0.24049665134172205,0.38103581022311783,0.809807560146518
99,202002,2020-02-14 11:00:00,33,Agent_33,9,Team_Lead_9,Center_B,8,526.8929964147876,0.4710650027590124,89,96,43,8,0.6437381214302734,0.7103395588612431,0.041409511243829855,0.05979028872941483,0.1557783656182009
100,202002,2020-02-14 12:00:00,78,Agent_78,1,Team_Lead_1,Center_B,8,84.2641333819559,0.9306031352818555,94,26,38,3,0.5384273548702445,0.2915094967088562,0.07690856249652589,0.037590322896178474,0.10411112849379545
101,202002,2020-02-14 13:00:00,83,Agent_83,3,Team_Lead_3,Center_B,7,423.47142575796363,0.9757257201054914,31,45,36,1,0.6278322948677619,0.2986198708771821,0.09012528911899065,0.5047518059227202,0.2217274446542804
102,202002,2020-02-14 14:00:00,12,Agent_12,8,Team_Lead_8,Center_B,9,451.0666890878299,0.19956770054732798,6,84,25,6,0.6289116725033931,0.7151988621791604,0.44164544211979595,0.4982115380083638,0.8028312326609808
103,202002,2020-02-14 15:00:00,13,Agent_13,9,Team_Lead_9,Center_A,8,206.8643788552339,0.962707858230001,84,31,82,6,0.49384998086833887,0.03507172478570708,0.4789501926944527,0.23135380391398908,0.05478872661111256
104,202002,2020-02-14 16:00:00,63,Agent_63,4,Team_Lead_4,Center_B,12,254.5505421803599,0.9688087213127418,74,68,43,0,0.9968679027810642,0.7491152812829195,0.7698748036433307,0.6629777678713854,0.6081089123227394
105,202002,2020-02-14 17:00:00,54,Agent_54,4,Team_Lead_4,Center_A,8,339.9291975656333,0.4392648034483584,41,60,42,9,0.2851035866333942,0.21302723381288968,0.5163347009833008,0.6853860596850323,0.6439032420945726
106,202002,2020-02-14 18:00:00,70,Agent_70,3,Team_Lead_3,Center_A,7,543.5657024011048,0.37775120019182196,53,67,49,0,0.8228907359797738,0.2915926126341971,0.005073159131657845,0.6143964953468255,0.5779978626609359
107,202002,2020-02-14 19:00:00,5,Agent_5,7,Team_Lead_7,Center_B,13,234.7677114439957,0.6297275293467585,70,50,47,8,0.014427870959690225,0.08622762682316032,0.6886022035031908,0.7982867598502172,0.7516576109190829
108,202002,2020-02-14 20:00:00,49,Agent_49,6,Team_Lead_6,Center_B,10,243.08015699931357,0.43953433690130084,65,50,81,7,0.047540066622787314,0.15051234240871425,0.2875137646366399,0.23104979499312983,0.17546516798685063
109,202002,2020-02-14 21:00:00,21,Agent_21,5,Team_Lead_5,Center_B,13,415.30119864749764,0.6692977438899929,16,61,4,5,0.7680813688998342,0.456585805115471,0.4742165727849771,0.8981645837102745,0.9861921168586104
110,202002,2020-02-14 22:00:00,85,Agent_85,9,Team_Lead_9,Center_A,4,450.9963632595497,0.7507227765784696,21,88,48,7,0.6659467642779583,0.3025729779385008,0.07120088501016053,0.46430633906974894,0.37911547538526946
111,202002,2020-02-14 23:00:00,6,Agent_6,8,Team_Lead_8,Center_B,9,279.00722863638526,0.5105248502433515,16,94,47,3,0.35378682332166966,0.3741957896830943,0.041339697564130584,0.0679818914402327,0.1788226514436766
112,202002,2020-02-15 00:00:00,18,Agent_18,7,Team_Lead_7,Center_B,9,71.08581086102497,0.9007014323662381,11,82,34,0,0.456378233499826,0.5712892876402649,0.8646589335533406,0.027884050517471004,0.3568049511648307
113,202002,2020-02-15 01:00:00,73,Agent_73,8,Team_Lead_8,Center_A,9,65.99683385897723,0.3038936208520523,98,46,55,7,0.16191149702074048,0.9166073254020527,0.934333995503439,0.1545146009792422,0.45177031389966715
114,202002,2020-02-15 02:00:00,20,Agent_20,3,Team_Lead_3,Center_A,16,310.24269758465016,0.4290893658473517,50,98,63,0,0.22627874045036522,0.9406957886047267,0.3433220031473092,0.8111719407712903,0.1767916615787417
115,202002,2020-02-15 03:00:00,9,Agent_9,9,Team_Lead_9,Center_A,9,524.7831885945155,0.6637431658663075,62,21,10,2,0.591816122822996,0.7518100268067796,0.26693107284097495,0.08140051870736376,0.0541226911511411
116,202002,2020-02-15 04:00:00,1,Agent_1,2,Team_Lead_2,Center_B,6,305.27880193813326,0.6878356589589847,85,13,10,3,0.4107415796236149,0.036389937831423635,0.889642829572691,0.4639561634062098,0.5779296451054933
117,202002,2020-02-15 05:00:00,27,Agent_27,1,Team_Lead_1,Center_A,8,587.9741111144322,0.4547558313404759,13,2,32,2,0.41419747088959824,0.20555215642836666,0.6812531156738347,0.11278393167911782,0.37302227043392056
118,202002,2020-02-15 06:00:00,86,Agent_86,5,Team_Lead_5,Center_B,12,98.77076172280124,0.6765378780315996,41,69,42,8,0.8194019894517421,0.8825730598375128,0.044634889078498774,0.36086720618584245,0.8284132624397748
